propiedad;precio;ALMACENES PEQUENOS VENTA DE ALIMENTOS;ESTABLECIMIENTOS DE ENSENANZA PRIMARIA Y SECUNDARIA PARA ADULTOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;PELUQUERIAS Y SALONES DE BELLEZA;SECTOR
2746;4300;145;265;3;122;
2747;4300;990;594;1360;1312;
2748;4300;12;190;234;60;
2749;4300;6;188;232;45;
2750;4300;1086;1390;473;434;
2751;4300;133;83;19;85;
2752;4300;1398;1093;704;726;
2753;4300;71;148;624;125;
2754;4300;207;282;308;144;
2755;4300;702;135;1397;20;
2756;4300;1384;1254;1213;1287;
2757;4300;181;137;184;396;
2758;4300;114;100;601;116;
2759;4312;20;78;295;11;
2760;4317;21;130;104;106;
2761;4317;83;172;18;288;
2762;4317;65;94;31;86;
2763;4317;192;129;247;304;
2764;4317;867;513;453;1177;
2765;4317;66;132;332;589;
2766;4317;358;201;1279;322;
2767;4317;185;134;258;199;
2768;4317;197;47;9;1;
2769;4317;37;117;188;69;
2770;4317;209;186;128;342;
2771;4317;660;320;1025;73;
2772;4317;92;58;338;44;
2773;4317;18;25;172;210;
2774;4317;177;159;117;370;
2775;4317;810;882;1193;1126;
2776;4336;717;510;462;1306;
2777;4345;1376;490;1114;811;
2778;4354;146;164;379;149;
2779;4359;26;172;1400;120;
2780;4381;100;129;3;2;
2781;4385;188;236;1170;137;
2782;4390;147;213;291;164;
2783;4390;113;127;57;249;
2784;4390;479;1015;402;909;
2785;4390;1074;1152;1026;1137;
2786;4392;53;34;29;36;
2787;4392;115;80;78;52;
2788;4392;659;1242;1252;840;
2789;4400;100;65;314;493;
2790;4400;211;259;113;159;
2791;4400;6;135;162;193;
2792;4400;156;222;390;102;
2793;4400;609;605;1289;918;
2794;4400;5;38;298;362;
2795;4400;272;186;297;220;
2796;4400;66;164;87;323;
2797;4400;192;106;102;111;
2798;4400;1230;654;1258;508;
2799;4400;421;785;762;1161;
2800;4400;1297;1053;815;554;
2801;4400;74;142;396;215;
2802;4401;923;773;1041;581;
2803;4410;39;143;201;152;
2804;4420;19;35;17;83;
2805;4423;393;208;276;268;
2806;4429;7;70;191;14;
2807;4429;39;21;1109;142;
2808;4429;87;55;387;199;
2809;4429;100;79;340;35;
2810;4429;972;925;1092;963;
2811;4429;23;55;1095;178;
2812;4429;93;70;373;118;
2813;4429;397;50;1329;1016;
2814;4430;821;1178;1063;983;
2815;4435;111;158;189;100;
2816;4438;183;179;264;364;
2817;4438;154;131;121;208;
2818;4450;2;71;178;175;
2819;4450;16;51;250;16;
2820;4450;113;151;113;232;
2821;4450;171;12;408;384;
2822;4450;67;160;108;3;
2823;4450;21;87;330;109;
2824;4465;678;1200;1042;986;
2825;4467;268;189;110;217;
2826;4467;739;298;1384;91;
2827;4467;88;74;268;46;
2828;4480;104;240;19;130;
2829;4485;216;362;72;195;
2830;4500;475;855;750;746;
2831;4500;1089;1379;720;657;
2832;4500;242;171;156;135;
2833;4500;16;161;48;106;
2834;4500;325;321;266;261;
2835;4500;42;100;175;1;
2836;4500;1194;1300;409;1196;
2837;4500;868;196;344;262;
2838;4500;852;837;1309;1124;
2839;4500;342;234;322;212;
2840;4500;27;245;184;146;
2841;4500;1260;1354;704;1097;
2842;4500;131;96;110;136;
2843;4500;28;16;227;149;
2844;4500;41;158;309;114;
2845;4500;289;99;253;46;
2846;4500;47;10;378;28;
2847;4500;56;86;173;134;
2848;4500;153;55;185;117;
2849;4500;1341;639;1344;749;
2850;4500;196;177;184;161;
2851;4500;142;212;192;155;
2852;4500;70;153;230;261;
2853;4500;1161;491;576;1367;
2854;4500;324;334;244;225;
2855;4500;59;6;103;8;
2856;4500;124;15;251;146;
2857;4500;16;180;375;111;
2858;4500;48;60;605;160;
2859;4500;177;176;236;223;
2860;4500;179;149;191;221;
2861;4500;20;12;234;63;
2862;4504;724;929;1058;1073;
2863;4504;1387;1257;551;1007;
2864;4504;71;135;136;99;
2865;4504;141;66;305;17;
2866;4504;158;6;141;261;
2867;4504;406;405;824;1190;
2868;4504;146;18;21;44;
2869;4504;180;283;185;116;
2870;4504;47;240;308;171;
2871;4504;6;171;90;123;
2872;4504;916;1400;1383;596;
2873;4504;71;283;365;21;
2874;4504;168;157;229;355;
2875;4504;980;127;151;248;
2876;4504;891;1168;442;902;
2877;4504;879;1136;974;1091;
2878;4504;1121;227;744;21;
2879;4504;958;403;1339;943;
2880;4504;243;165;107;281;
2881;4504;8;676;211;344;
2882;4504;572;1119;864;1341;
2883;4504;42;190;126;105;
2884;4504;69;57;150;20;
2885;4504;39;198;154;20;
2886;4504;195;171;324;222;
2887;4504;6;7;80;88;
2888;4504;45;6;262;20;
2889;4510;480;131;813;656;
2890;4520;15;39;68;68;
2891;4523;275;250;400;239;
2892;4526;142;231;1047;737;
2893;4528;128;58;101;153;
2894;4535;1145;950;1372;802;
2895;4540;120;103;353;236;
2896;4550;1002;1051;544;1012;
2897;4560;425;1392;1169;787;
2898;4561;137;242;237;114;
2899;4561;190;211;242;148;
2900;4563;1083;1040;1294;814;
2901;4568;111;133;227;286;
2902;4579;610;1365;995;1033;
2903;4579;232;143;363;92;
2904;4579;395;177;1194;214;
2905;4579;2;178;158;6;
2906;4598;352;189;382;1043;
2907;4600;14;171;805;131;
2908;4600;15;66;145;96;
2909;4600;45;210;841;40;
2910;4600;124;106;137;24;
2911;4600;102;869;780;124;
2912;4600;1330;878;1067;1096;
2913;4600;344;34;96;263;
2914;4600;98;132;355;607;
2915;4600;176;875;578;188;
2916;4600;60;64;189;167;
2917;4600;534;30;921;1108;
2918;4600;553;1400;670;1018;
2919;4600;76;5;975;38;
2920;4610;122;363;193;184;
2921;4616;145;152;227;160;
2922;4617;168;30;163;302;
2923;4617;13;78;6;10;
2924;4617;77;131;400;41;
2925;4617;29;77;267;93;
2926;4617;197;194;325;131;
2927;4617;43;14;880;169;
2928;4619;149;197;41;284;
2929;4620;1128;1141;966;491;
2930;4620;373;142;554;331;
2931;4621;30;82;45;24;
2932;4640;53;128;16;151;
2933;4650;36;41;22;74;
2934;4650;841;1288;1077;942;
2935;4650;63;15;235;220;
2936;4650;191;183;1125;335;
2937;4650;788;682;1278;1385;
2938;4654;195;48;212;38;
2939;4672;811;247;100;248;
2940;4673;186;150;417;520;
2941;4680;220;26;115;395;
2942;4680;285;62;127;308;
2943;4688;100;227;92;151;
2944;4690;117;62;226;391;
2945;4690;184;39;373;351;
2946;4692;52;133;322;98;
2947;4692;518;1064;1305;820;
2948;4692;106;279;734;142;
2949;4692;479;1291;1171;1377;
2950;4692;12;107;770;71;
2951;4692;1146;1371;1113;1396;
2952;4692;141;107;336;65;
2953;4692;116;91;40;96;
2954;4692;119;185;264;137;
2955;4692;50;38;1301;182;
2956;4692;18;95;11;191;
2957;4692;20;122;204;60;
2958;4692;61;86;233;174;
2959;4692;57;112;304;86;
2960;4692;40;4;76;35;
2961;4692;101;121;179;67;
2962;4692;196;90;61;65;
2963;4692;141;106;35;174;
2964;4692;1049;1345;809;707;
2965;4692;208;217;366;275;
2966;4692;1343;1370;845;827;
2967;4692;116;143;94;13;
2968;4692;67;130;199;153;
2969;4692;810;682;1229;1029;
2970;4699;119;135;32;128;
2971;4700;659;10;345;300;
2972;4700;48;4;154;56;
2973;4700;397;393;191;226;
2974;4700;143;158;167;485;
2975;4700;23;123;170;97;
2976;4700;368;156;326;210;
2977;4700;1094;881;1238;607;
2978;4700;730;28;57;85;
2979;4700;248;168;267;265;
2980;4700;156;204;45;301;
2981;4700;121;143;196;1249;
2982;4700;431;168;101;140;
2983;4700;89;170;46;161;
2984;4700;431;1174;560;520;
2985;4700;56;22;33;92;
2986;4700;399;19;17;351;
2987;4700;125;202;1004;1042;
2988;4720;3;98;249;283;
2989;4729;285;54;81;272;
2990;4729;12;196;133;5;
2991;4729;833;466;495;1322;
2992;4740;140;138;15;32;
2993;4750;450;256;437;691;
2994;4750;381;1198;440;363;
2995;4750;35;95;214;222;
2996;4750;159;187;1389;26;
2997;4767;775;434;891;844;
2998;4767;115;110;216;293;
2999;4767;122;149;148;816;
3000;4767;1078;1355;956;964;
3001;4780;1308;163;780;511;
3002;4781;254;160;339;255;
3003;4786;106;230;345;343;
3004;4786;131;238;325;314;
3005;4790;603;651;1393;671;
3006;4800;639;722;748;659;
3007;4800;399;48;67;211;
3008;4800;878;1156;1150;971;
3009;4800;150;115;137;172;
3010;4800;605;779;929;1031;
3011;4800;979;932;733;1283;
3012;4800;727;54;77;81;
3013;4800;489;542;1314;1249;
3014;4800;128;114;108;154;
3015;4800;1320;327;1210;166;
3016;4800;107;369;1002;230;
3017;4800;130;161;1174;112;
3018;4800;121;36;228;84;
3019;4800;752;966;1274;1233;
3020;4803;795;1260;413;943;
3021;4805;91;98;106;197;
3022;4805;1171;668;685;608;
3023;4805;25;137;990;70;
3024;4805;27;92;232;94;
3025;4805;286;81;676;197;
3026;4805;289;69;1198;149;
3027;4805;117;81;131;186;
3028;4805;130;46;104;89;
3029;4805;29;6;135;197;
3030;4805;197;46;163;130;
3031;4809;209;11;1049;211;
3032;4820;97;127;854;51;
3033;4831;785;1276;952;1301;
3034;4840;270;35;845;564;
3035;4840;311;74;80;394;
3036;4842;48;5;153;154;
3037;4842;111;103;73;77;
3038;4842;168;158;355;151;
3039;4842;211;124;134;185;
3040;4842;330;186;158;140;
3041;4842;160;195;174;262;
3042;4850;125;79;306;76;
3043;4850;64;169;140;82;
3044;4850;50;98;230;186;
3045;4870;1220;1217;439;1154;
3046;4872;87;316;400;56;
3047;4877;90;52;258;158;
3048;4879;252;82;84;27;
3049;4880;142;106;73;63;
3050;4880;1127;1232;963;401;
3051;4880;37;53;131;64;
3052;4880;109;56;232;202;
3053;4880;9;122;197;195;
3054;4880;105;240;402;1082;
3055;4880;229;6;86;94;
3056;4880;30;191;351;29;
3057;4880;64;2;16;280;
3058;4880;777;1047;431;656;
3059;4880;635;862;750;785;
3060;4880;1337;136;1011;228;
3061;4880;325;156;54;220;
3062;4880;1371;475;1341;951;
3063;4880;1382;1267;880;1059;
3064;4880;1242;910;660;1099;
3065;4880;172;33;109;191;
3066;4880;633;1252;788;643;
3067;4880;130;118;227;1247;
3068;4880;251;41;185;211;
3069;4880;53;308;185;32;
3070;4880;216;19;43;214;
3071;4880;131;81;1175;143;
3072;4880;105;125;263;295;
3073;4880;623;682;1116;1341;
3074;4880;631;436;905;1340;
3075;4880;33;98;107;173;
3076;4880;152;28;225;201;
3077;4880;317;103;88;241;
3078;4884;122;101;414;323;
3079;4889;1157;1256;1129;794;
3080;4890;373;310;107;296;
3081;4890;62;197;367;79;
3082;4890;675;663;812;1367;
3083;4890;75;177;287;231;
3084;4900;183;46;24;622;
3085;4900;68;342;1097;1165;
3086;4900;498;1347;601;988;
3087;4900;1232;49;27;85;
3088;4900;49;205;835;144;
3089;4900;145;73;1004;156;
3090;4900;3;235;1137;108;
3091;4900;83;81;259;98;
3092;4900;1313;272;433;1254;
3093;4900;1343;298;714;598;
3094;4900;1083;934;797;1398;
3095;4900;30;253;660;119;
3096;4900;184;30;289;216;
3097;4900;505;648;746;1240;
3098;4900;341;93;1113;163;
3099;4900;204;81;168;121;
3100;4940;320;221;1302;290;
3101;4950;477;1373;417;951;
3102;4950;30;120;186;67;
3103;4950;73;180;189;142;
3104;4950;64;177;47;56;
3105;4955;174;53;162;137;
3106;4955;116;76;34;212;
3107;4955;397;78;76;293;
3108;4955;182;246;97;25;
3109;4955;199;64;3;178;
3110;4955;14;183;77;178;
3111;4967;615;135;1334;1097;
3112;4977;196;48;192;555;
3113;4980;90;14;113;7;
3114;4980;86;55;247;119;
3115;4990;35;850;1004;45;
3116;4990;174;165;171;187;
3117;4990;592;916;1039;1349;
3118;4992;1016;636;1297;475;
3119;4992;337;18;14;174;
3120;5000;1275;1261;864;1163;
3121;5000;108;271;369;344;
3122;5000;30;137;205;172;
3123;5000;1337;153;560;233;
3124;5000;116;277;353;337;
3125;5000;747;432;780;1331;
3126;5000;633;1373;1077;1271;
3127;5000;210;178;376;301;
3128;5000;189;22;360;27;
3129;5000;228;147;349;179;
3130;5000;213;261;364;176;
3131;5000;133;1266;132;179;
3132;5000;1065;884;493;1362;
3133;5000;877;1330;1090;1066;
3134;5000;236;117;242;281;
3135;5000;1183;1061;1331;506;
3136;5000;1329;278;543;934;
3137;5000;15;133;377;263;
3138;5000;489;366;1380;158;
3139;5000;1398;779;1094;977;
3140;5000;70;88;126;139;
3141;5000;193;252;322;698;
3142;5000;4;132;309;220;
3143;5000;189;102;142;172;
3144;5000;321;19;11;181;
3145;5000;234;184;347;137;
3146;5000;239;107;335;211;
3147;5008;611;729;1066;931;
3148;5010;453;787;1142;661;
3149;5015;842;1204;1206;964;
3150;5022;85;20;3;97;
3151;5030;200;197;185;100;
3152;5030;23;135;110;56;
3153;5050;119;188;366;311;
3154;5050;91;85;176;137;
3155;5050;140;21;138;436;
3156;5050;265;59;307;536;
3157;5055;1386;414;1023;583;
3158;5067;122;35;31;31;
3159;5067;1280;545;1062;769;
3160;5067;81;83;28;66;
3161;5067;95;106;83;7;
3162;5067;329;304;825;1163;
3163;5067;25;147;50;22;
3164;5067;178;65;316;296;
3165;5067;116;100;13;19;
3166;5067;91;72;62;70;
3167;5067;585;866;661;455;
3168;5067;2;39;128;37;
3169;5067;286;590;608;551;
3170;5067;328;373;445;836;
3171;5067;1127;1101;1283;1037;
3172;5067;936;162;80;88;
3173;5067;230;948;1142;814;
3174;5067;248;56;211;282;
3175;5067;66;45;102;75;
3176;5067;663;781;726;925;
3177;5090;318;124;390;49;
3178;5091;1000;658;1025;1305;
3179;5100;161;117;250;173;
3180;5100;530;1225;1187;977;
3181;5100;171;171;153;60;
3182;5100;91;59;134;63;
3183;5100;508;782;636;716;
3184;5100;85;185;266;186;
3185;5100;1109;944;764;1388;
3186;5105;833;661;511;1105;
3187;5105;220;970;632;222;
3188;5105;622;551;886;934;
3189;5105;251;46;112;177;
3190;5120;180;290;334;156;
3191;5124;158;20;230;252;
3192;5133;1344;381;1363;754;
3193;5142;48;244;937;35;
3194;5142;125;163;202;186;
3195;5142;157;169;143;145;
3196;5142;167;184;212;191;
3197;5150;508;49;71;97;
3198;5151;275;133;147;248;
3199;5180;27;186;237;295;
3200;5180;174;300;140;217;
3201;5180;172;333;370;1386;
3202;5180;143;71;70;27;
3203;5180;649;317;651;110;
3204;5180;115;113;93;197;
3205;5180;27;288;203;241;
3206;5180;83;216;951;215;
3207;5185;30;257;52;1185;
3208;5190;430;193;139;136;
3209;5193;18;104;277;280;
3210;5195;570;137;6;145;
3211;5200;128;146;334;191;
3212;5200;63;200;224;23;
3213;5200;617;1228;801;965;
3214;5200;34;40;251;15;
3215;5200;37;226;325;115;
3216;5200;377;124;326;253;
3217;5200;46;185;377;81;
3218;5200;774;938;1263;579;
3219;5200;111;3;119;138;
3220;5200;162;1038;1274;1159;
3221;5200;147;197;337;195;
3222;5200;9;1340;130;40;
3223;5200;78;100;256;95;
3224;5200;216;148;160;220;
3225;5217;89;58;253;99;
3226;5217;60;145;285;89;
3227;5217;66;197;330;239;
3228;5217;1041;925;847;686;
3229;5217;2;65;252;44;
3230;5217;9;43;16;1;
3231;5217;154;133;110;266;
3232;5217;39;1;152;41;
3233;5219;25;173;290;97;
3234;5225;34;181;132;2;
3235;5250;169;186;308;249;
3236;5250;49;118;362;205;
3237;5250;683;760;927;864;
3238;5250;333;162;330;1341;
3239;5250;743;172;23;144;
3240;5255;310;49;61;284;
3241;5255;115;337;308;670;
3242;5255;113;249;104;156;
3243;5255;301;46;96;202;
3244;5255;202;103;127;157;
3245;5255;94;129;145;45;
3246;5255;1280;960;910;1063;
3247;5255;83;162;381;138;
3248;5255;109;223;304;263;
3249;5255;2;45;283;35;
3250;5255;129;41;53;55;
3251;5255;868;853;651;892;
3252;5255;73;197;115;282;
3253;5255;764;760;1209;556;
3254;5255;74;183;138;87;
3255;5255;25;176;111;90;
3256;5255;298;144;105;150;
3257;5255;200;156;158;62;
3258;5255;22;192;296;125;
3259;5255;166;166;69;188;
3260;5255;654;794;914;721;
3261;5255;159;258;115;111;
3262;5260;1399;1089;516;1290;
3263;5270;881;1127;621;995;
3264;5280;1184;1280;1378;1260;
3265;5290;551;149;183;112;
3266;5292;1096;68;44;320;
3267;5300;66;198;65;60;
3268;5300;252;104;271;330;
3269;5300;75;36;85;99;
3270;5300;686;1366;619;910;
3271;5300;624;100;79;6;
3272;5300;156;183;350;127;
3273;5300;1201;1363;666;1064;
3274;5300;51;180;335;344;
3275;5300;38;33;161;157;
3276;5300;126;168;185;185;
3277;5300;349;24;57;174;
3278;5300;59;188;129;7;
3279;5300;840;1236;1337;729;
3280;5300;162;110;357;199;
3281;5300;194;53;59;54;
3282;5300;27;298;94;67;
3283;5300;740;652;635;818;
3284;5300;543;971;1347;1171;
3285;5300;396;3;56;293;
3286;5300;85;222;1282;222;
3287;5300;166;184;85;117;
3288;5300;107;53;340;390;
3289;5300;194;135;180;100;
3290;5300;907;1069;750;1331;
3291;5300;185;187;312;181;
3292;5324;66;42;125;156;
3293;5330;18;143;73;136;
3294;5330;458;359;655;176;
3295;5330;266;104;117;229;
3296;5330;347;140;153;387;
3297;5333;520;140;262;230;
3298;5337;592;996;1288;684;
3299;5350;198;44;20;884;
3300;5350;819;185;242;154;
3301;5350;290;69;112;580;
3302;5350;259;61;222;720;
3303;5350;262;82;227;532;
3304;5367;7;145;61;21;
3305;5399;1225;908;642;421;
3306;5400;321;17;11;249;
3307;5400;81;167;707;46;
3308;5400;384;98;7;236;
3309;5400;140;167;221;192;
3310;5400;447;595;992;1236;
3311;5400;1083;1386;605;1339;
3312;5400;179;150;159;205;
3313;5400;4;97;149;168;
3314;5400;66;59;2;56;
3315;5400;180;162;333;248;
3316;5400;297;149;174;125;
3317;5400;180;52;141;7;
3318;5418;425;945;1320;475;
3319;5419;160;289;360;112;
3320;5420;390;7;861;161;
3321;5420;1181;78;222;212;
3322;5420;1333;72;258;294;
3323;5442;729;161;194;160;
3324;5442;581;123;104;167;
3325;5443;263;81;127;238;
3326;5443;685;612;856;1133;
3327;5443;97;34;2;320;
3328;5443;25;116;64;1152;
3329;5443;1199;1195;855;566;
3330;5443;1222;1375;613;812;
3331;5443;1029;1229;463;1101;
3332;5443;98;34;438;137;
3333;5443;102;87;259;184;
3334;5450;142;245;358;181;
3335;5450;10;269;892;295;
3336;5450;559;132;1075;706;
3337;5450;120;132;66;239;
3338;5475;591;1271;410;598;
3339;5480;80;24;670;305;
3340;5480;193;31;1114;90;
3341;5480;62;872;334;99;
3342;5480;101;1252;13;121;
3343;5490;52;148;131;23;
3344;5498;170;66;97;94;
3345;5500;10;81;408;103;
3346;5500;2;89;83;69;
3347;5500;255;106;286;232;
3348;5500;1226;1010;552;546;
3349;5500;299;43;206;113;
3350;5500;379;80;234;295;
3351;5500;1227;727;464;1318;
3352;5500;73;25;943;70;
3353;5500;949;1255;1136;971;
3354;5500;79;185;60;183;
3355;5500;392;12;43;286;
3356;5500;124;74;1381;351;
3357;5500;239;48;121;248;
3358;5500;133;132;335;25;
3359;5500;123;8;180;84;
3360;5550;92;34;13;55;
3361;5550;8;362;280;128;
3362;5551;894;5;33;27;
3363;5555;400;356;498;279;
3364;5555;620;171;299;354;
3365;5555;85;160;154;243;
3366;5555;661;131;913;836;
3367;5555;95;233;259;46;
3368;5584;84;205;308;30;
3369;5590;177;122;144;76;
3370;5600;185;1039;80;144;
3371;5600;251;288;267;805;
3372;5600;92;257;102;46;
3373;5600;582;1159;961;833;
3374;5600;514;756;1335;943;
3375;5600;57;193;397;2;
3376;5600;1006;1111;1306;1248;
3377;5600;1148;97;859;960;
3378;5600;32;119;88;150;
3379;5600;1154;621;775;463;
3380;5600;556;648;1069;1106;
3381;5600;231;254;263;495;
3382;5610;15;251;290;388;
3383;5611;175;1;417;112;
3384;5613;375;189;46;187;
3385;5620;139;128;26;10;
3386;5626;20;132;286;165;
3387;5626;330;43;115;30;
3388;5628;236;195;124;806;
3389;5630;187;127;222;58;
3390;5630;187;164;228;2;
3391;5630;98;159;98;6;
3392;5630;30;271;94;99;
3393;5630;358;175;84;52;
3394;5630;185;285;241;125;
3395;5630;31;227;36;2;
3396;5630;239;82;398;155;
3397;5630;24;55;139;143;
3398;5630;116;148;1379;107;
3399;5630;139;298;284;147;
3400;5630;37;115;140;27;
3401;5630;8;371;155;235;
3402;5630;263;94;297;1317;
3403;5630;50;80;997;1331;
3404;5630;491;1060;1139;534;
3405;5630;127;38;164;130;
3406;5630;419;718;414;1382;
3407;5630;357;32;492;385;
3408;5630;47;239;339;1002;
3409;5630;57;18;110;1;
3410;5630;139;105;158;223;
3411;5630;14;91;93;63;
3412;5630;376;92;41;269;
3413;5630;142;113;143;131;
3414;5630;51;97;179;40;
3415;5630;563;564;1160;748;
3416;5630;55;136;282;27;
3417;5630;1397;570;470;885;
3418;5630;344;268;1053;295;
3419;5630;143;27;54;193;
3420;5630;975;513;1137;1181;
3421;5630;435;642;664;1361;
3422;5630;133;146;262;333;
3423;5630;156;84;25;68;
3424;5630;49;91;128;170;
3425;5630;46;59;223;80;
3426;5630;35;41;311;94;
3427;5631;36;147;100;137;
3428;5640;2;62;57;55;
3429;5650;6;29;206;86;
3430;5650;115;164;1156;150;
3431;5650;82;193;374;99;
3432;5650;134;262;240;22;
3433;5650;45;132;206;5;
3434;5668;197;149;178;192;
3435;5690;279;202;724;311;
3436;5690;363;27;869;334;
3437;5690;138;172;208;159;
3438;5690;165;165;121;133;
3439;5699;418;746;551;655;
3440;5699;1261;1273;1299;892;
3441;5700;251;225;146;116;
3442;5700;364;110;214;294;
3443;5700;31;335;158;37;
3444;5700;354;40;328;390;
3445;5700;864;1012;1302;1066;
3446;5700;177;377;321;1166;
3447;5700;689;1028;1224;821;
3448;5700;83;175;153;168;
3449;5700;140;216;157;264;
3450;5700;240;2;275;123;
3451;5700;318;112;280;345;
3452;5700;102;208;212;189;
3453;5700;230;15;294;227;
3454;5700;277;813;23;152;
3455;5700;338;810;910;682;
3456;5700;132;396;390;1051;
3457;5705;138;192;305;391;
3458;5705;260;125;192;271;
3459;5705;248;150;147;179;
3460;5705;144;178;387;345;
3461;5710;243;155;260;210;
3462;5724;205;199;1160;671;
3463;5738;256;138;335;291;
3464;5740;102;80;108;183;
3465;5750;30;131;237;111;
3466;5750;43;7;44;27;
3467;5750;211;108;276;255;
3468;5750;280;280;317;219;
3469;5750;81;79;17;90;
3470;5750;74;96;34;16;
3471;5750;16;207;381;563;
3472;5750;504;1341;780;776;
3473;5770;353;144;1354;337;
3474;5780;104;319;912;80;
3475;5780;138;76;125;294;
3476;5785;1025;405;724;1340;
3477;5790;385;42;292;309;
3478;5790;266;154;813;138;
3479;5799;99;224;292;54;
3480;5800;30;139;58;192;
3481;5800;1202;996;470;1328;
3482;5800;771;692;590;887;
3483;5800;228;361;98;99;
3484;5800;74;185;186;92;
3485;5800;967;479;1373;1147;
3486;5800;10;155;322;77;
3487;5800;253;81;16;33;
3488;5800;578;1387;1123;1327;
3489;5800;279;196;199;173;
3490;5800;1345;497;1246;1069;
3491;5800;276;165;291;265;
3492;5800;752;1034;935;684;
3493;5800;105;72;5;101;
3494;5810;344;156;61;82;
3495;5810;365;51;82;388;
3496;5811;1282;804;569;865;
3497;5818;72;153;379;219;
3498;5818;459;889;1003;996;
3499;5818;44;6;117;34;
3500;5825;48;159;199;127;
3501;5830;346;151;307;682;
3502;5836;1098;330;960;662;
3503;5850;507;79;1193;263;
3504;5850;264;236;344;203;
3505;5855;841;644;1110;770;
3506;5855;28;64;74;68;
3507;5860;177;10;173;138;
3508;5874;973;546;780;595;
3509;5890;128;8;224;16;
3510;5890;41;1296;86;49;
3511;5890;645;960;519;1233;
3512;5894;390;350;458;895;
3513;5900;387;111;105;282;
3514;5900;212;103;142;209;
3515;5900;142;104;134;198;
3516;5900;1249;905;1180;677;
3517;5900;167;41;110;181;
3518;5900;46;62;297;313;
3519;5900;155;291;58;144;
3520;5900;198;231;66;264;
3521;5900;344;169;388;61;
3522;5900;132;282;333;386;
3523;5900;348;159;83;53;
3524;5900;82;138;202;86;
3525;5900;395;157;160;218;
3526;5900;1292;1303;828;1103;
3527;5900;398;75;127;247;
3528;5900;145;90;271;150;
3529;5900;28;256;227;895;
3530;5900;210;395;110;180;
3531;5900;1183;74;19;56;
3532;5900;1253;855;682;867;
3533;5900;271;25;232;241;
3534;5900;61;4;4;125;
3535;5918;135;15;110;278;
3536;5930;1052;915;1185;1093;
3537;5930;113;132;66;131;
3538;5930;126;92;844;187;
3539;5938;717;562;1370;928;
3540;5950;1342;518;1284;487;
3541;5950;448;1009;697;529;
3542;5950;355;78;262;115;
3543;5950;1371;1204;747;551;
3544;5950;124;215;144;251;
3545;5950;14;135;46;168;
3546;5950;305;20;261;288;
3547;5950;67;133;94;134;
3548;5960;85;128;265;19;
3549;5965;388;96;307;271;
3550;5968;94;1074;337;74;
3551;5990;902;1134;1306;465;
3552;5990;242;162;68;216;
3553;5990;115;148;733;103;
3554;5990;27;166;239;263;
3555;5990;288;101;103;217;
3556;5990;235;243;302;258;
3557;5990;732;126;1309;255;
3558;5990;854;1333;1353;663;
3559;5995;1095;780;1231;956;
3560;5995;133;102;1332;280;
3561;5995;315;113;148;134;
3562;5998;1224;890;1258;1162;
3563;5999;221;114;206;209;
3564;5999;138;139;198;126;
3565;6000;373;65;348;391;
3566;6000;353;10;277;242;
3567;6000;137;968;683;4;
3568;6000;98;31;199;200;
3569;6000;85;1060;386;100;
3570;6000;1193;822;1054;578;
3571;6000;1041;1201;1066;1002;
3572;6000;208;115;102;357;
3573;6000;361;113;317;207;
3574;6000;479;1261;526;811;
3575;6000;195;104;104;106;
3576;6000;691;852;446;1185;
3577;6000;1100;421;872;1296;
3578;6000;385;237;697;255;
3579;6000;555;401;929;1317;
3580;6000;21;188;313;44;
3581;6000;387;43;98;162;
3582;6000;347;185;34;335;
3583;6000;131;249;109;23;
3584;6000;247;255;547;259;
3585;6000;280;387;79;55;
3586;6000;759;1110;456;697;
3587;6000;9;58;1163;371;
3588;6000;37;525;330;63;
3589;6000;183;158;178;17;
3590;6000;141;5;81;140;
3591;6000;379;37;300;296;
3592;6000;978;164;890;918;
3593;6000;766;1154;423;1189;
3594;6000;172;283;222;137;
3595;6000;513;598;450;1062;
3596;6002;1;151;204;207;
3597;6002;92;164;207;202;
3598;6006;107;34;77;193;
3599;6006;162;84;19;159;
3600;6006;118;329;339;296;
3601;6006;192;114;13;149;
3602;6006;358;162;1210;222;
3603;6006;369;250;1398;307;
3604;6006;14;67;8;87;
3605;6006;134;70;281;32;
3606;6006;1209;747;512;1187;
3607;6006;8;162;212;211;
3608;6006;232;106;191;33;
3609;6006;22;18;232;25;
3610;6006;550;540;602;602;
3611;6006;1336;1051;1040;577;
3612;6006;24;18;398;52;
3613;6020;73;108;185;82;
3614;6033;104;242;156;12;
3615;6057;124;177;6;167;
3616;6070;116;41;344;248;
3617;6070;162;68;364;291;
3618;6081;71;162;102;115;
3619;6081;737;5;317;627;
3620;6088;185;66;259;129;
3621;6090;385;41;298;234;
3622;6090;323;49;209;264;
3623;6098;398;40;569;745;
3624;6100;124;82;77;115;
3625;6100;148;63;105;170;
3626;6100;1243;735;706;1080;
3627;6100;76;77;228;587;
3628;6100;69;136;136;298;
3629;6100;68;78;79;48;
3630;6100;119;328;340;587;
3631;6100;69;198;79;3;
3632;6100;401;443;714;784;
3633;6100;996;519;1260;1261;
3634;6100;236;332;107;193;
3635;6100;161;114;71;275;
3636;6100;239;291;206;150;
3637;6100;60;146;160;219;
3638;6100;397;96;276;194;
3639;6100;1334;1286;567;767;
3640;6100;210;79;69;292;
